ccode,cnumber,description,
IDIS,471,"Industrial Business to Business Marketing. (3-0). Credit 3. Study of Business to Business (B2B) industrial and construction distributors’ marketing strategies, planning, and tactics; focus on the alignment of sales and marketing, customer buying journey, B2B branding, the role of suppliers in marketing, digital marketing strategies, marketing tactics, lead generation, and social selling; marketing tech, tools, and analytics. Prerequisites: Junior or senior classification and enrollment in Technical Sales minor.",
IDIS,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of industrial distribution. Prerequisite: Approval of instructor.",
IDIS,651,"Distribution Customer Experience. (3-0). Credit 3. Issues related to establishing and maintaining a beneficial relationship between distributors and manufacturers; development of effective buyer-seller relationships in the industrial distribution sector; includes customer stratification, customer insights, pricing science, value proposition design, value creation, market intelligence, digitizing the sales process, changing roles of the sales force and customer engagement. Prerequisites: Enrollment in the Master of Industrial Distribution program.",
IDIS,654,"Distribution Channel Development. (3-0). Credit 3. Examination of the critical need for distributors and manufacturers collaboration for channel development; exploration of the essential skills for innovating and managing go to market channels under rapidly changing business and customer requirements; establishment of a thriving relationship between suppliers and customers while maintaining a cost-effective and growth-oriented business model; emphasis on hands-on learning through the analysis of real-world problems. Prerequisites: Enrollment in the Master of Industrial Distribution program.",
IDIS,656,"Leading People and Managing Performance. (3-0). Credit 3. People and technology are the key drivers of competitive advantage for wholesale-industrial distributors and manufacturers; topics include the future of work, culture, talent planning, talent acquisition, talent management, talent development, talent retention, employee engagement, high-potential and leadership development, ROI on talent investments and change management. Prerequisite: Enrollment in the Master of Industrial Distribution program.",
IDIS,664,"Distribution Profitability Analysis. (3-0). Credit 3. Integrating advanced financial and accounting analysis useful to distribution executives in assessing the financial performance of distribution operations; concepts and techniques in using financial statements and industrial distribution industry studies to manage cash flow, debt, working capital risk, capital budgeting, credit, receivables, inventory, personnel and profitability. Prerequisite: IDIS 624.",
IDIS,665,"Distribution Capstone Project II. Credit 1 to 3. Continuation (Part II) of development of a research project under the guidance of the instructor and other team members as applicable; construction of a data analysis, solutions, ROI; mid-term steering committee meeting, final report and presentation towards completion of final capstone project. Prerequisite: Enrollment in the Master of Industrial Distribution program.",
INST,181,"Seminar. Credit 0 to 4. Assist with the transition to college; may include career exploration, employment skills, self-advocacy, campus resources, financial literacy, independent living, social skills, and relationship development. May be taken nine times for credit.",
INST,181,"Seminar. Credit 0 to 4. Assist with the transition to college; may include career exploration, employment skills, self-advocacy, campus resources, financial literacy, independent living, social skills, and relationship development. May be taken nine times for credit.",
INST,210,"(EDUC 2301) Understanding Special Populations. Credit 0 or 3. Referral, assessment and categorization of special populations including physical, cognitive and affective characteristics; cultural, ethnic, economic and linguistic differences; giftedness; special education and compensatory programs; awareness of legislative history that results in rights for special populations. Prerequisite: Sophomore classification or above.",
INST,222,"Foundations of Education in a Multicultural Society. (3-0). Credit 3. Historical, philosophical and cultural foundations of education emphasizing education for a multicultural society; also taught at Qatar campus.",
INST,301,"Educational Psychology. Credit 0 or 3. Application of psychology to problems of teaching. Nature and operation of principles of learning, transfer of training; nature, measurement and significance of individual differences; conditions influencing efficiency of learning. Prerequisite: Junior or senior classification.",
INST,362,"English as a Second Language Methods I. (3-0). Credit 3. Basic principles of language acquisition, multiple approaches to second language acquisition; individual differences and second language acquisition; stages of second language development; multiple approaches to assessment. Prerequisite: INST or EDIS majors.",
INTA,201,"Introduction to International Studies. (3-0). Credit 3. Introduction to the basic concepts and frameworks for analyzing global events and understanding the current international situation; for freshman and transfer international studies majors.",
INTA,251,"Contemporary Issues in the Middle East. (3-0). Credit 3. Exploration of current political and cultural issues in the Middle East.",
INTA,289,"Special Topics in...  Credit 1 to 4. Introduction to the broad range of disciplines and issues explored in the international studies curriculum. May be repeated for credit. Prerequisite: Freshman or sophomore classification.",
INTA,300,"International Experience. Credit 0. Language immersion program abroad; minimum of ten weeks; completed after the fourth semester of the target foreign language; study abroad program, internship, volunteer service work, or a combination of these options with department approval. Must be taken on a satisfactory/unsatisfactory basis. Prerequisites: Grade of C or better in INTA 201; grade of C or better in ARAB 202, CHIN 202, FREN 202, GERM 202, ITAL 202, JAPN 202, RUSS 202, SPAN 202, or SPAN 203; major in international studies; junior or senior classification.",
INTA,302,"Principles of International Affairs. (3-0). Credit 3. Overview of the study of international relations; exploration of theories of international politics, war, nuclear weapons, terrorism, trade, finance, globalization, international law and human rights, and the environment. Prerequisites: International Affairs major; junior or senior classification.",
INTA,303,"Principles of the Global Economy. (3-0). Credit 3. Instruction in three fundamental aspects of the global economic environment including economics of trade and international trade policies, international finance issues, introduction of international economic issues in developing countries; exposure to analytical tools and concepts in international economics and development economics. Prerequisites: International Affairs major; ECON 202 and ECON 203, or approval of instructor; junior or senior classification.",
INTA,321,"Political Islam and Jihad. (3-0). Credit 3. Interaction between Islamic movements and politics in various Middle Eastern countries; the meaning and evolution of jihad; the role of Islam as a tool for political and social mobilization. Prerequisite: Junior or senior classification, or approval of instructor. Cross-listed with HUMA 321 and RELS 321.",
INTA,406,"Technology and Global Change. (3-0). Credit 3. Interdisciplinary examination of the transformative impact of new technologies on global social, economic, political and cultural reality; focus on changes in the exercise of power and state sovereignty, labor and economic transactions, war and social activism, subjectivity and social interactions, surveillance and anonymity, internet of things and artificial intelligence. Prerequisite: INTA 201; international studies major; junior or senior classification.",
INTA,406,"Technology and Global Change. (3-0). Credit 3. Interdisciplinary examination of the transformative impact of new technologies on global social, economic, political and cultural reality; focus on changes in the exercise of power and state sovereignty, labor and economic transactions, war and social activism, subjectivity and social interactions, surveillance and anonymity, internet of things and artificial intelligence. Prerequisite: INTA 201; international studies major; junior or senior classification.",
INTA,409,"Culture, Neoliberalism and Globalism. (3-0). Credit 3. Examination of largely North Atlantic cultural forms and meanings that arise in the context of neoliberalism from the late 1970’s to the present; cultural studies and broad-based social analysis to identify and interrogate the many relational contexts where power circulates through cultural objects and meanings. Prerequisites: INTA 201; international studies major; junior or senior classification.",
INTA,452,"Intelligence and National Security. (3-0). Credit 3. Examination of historical and contemporary Intelligence capabilities as a part of the National Security environment, study of teamwork used by multiple organizations to inform world leaders; understanding of the major intelligence disciplines; instruction in how the intelligence cycle collects, analyses, and informs decisions related to National Security matters. Prerequisites: International Affairs major; junior or senior classification.",
INTA,473,"Modern Chinese Political History. (3-0). Credit 3. Exposure to the origins and development of the contemporary political system of China; instruction in history and foundational experiences of the Chinese Communist Party, its revolutionary and reformist leaderships, and trace the origins of contemporary China’s political institutions. Prerequisites: International Affairs major; INTA 205 and INTA 301, or approval of the instructor.",
INTA,613,"Diplomatic Negotiations: A U.S. Embassy Perspective. (3-0). Credit 3. Explore the role of a formal Presidential National Security Strategy, gain first-hand skills and practice in how an American Embassy functions to achieve national security objectives; masters level course intended for individuals preparing for professional careers in the conduct of international affairs.",
INTA,616,"Economic Development in China. (3-0). Credit 3. Economic development in China introducing descriptive information of development strategies, institutional changes and policy effectiveness with respect to industrialization, economic growth income distribution and welfare at different historical stages.",
INTA,617,"Deterrence and Coercion. (3-0). Credit 3. Introduces deterrence and coercion as instruments of defense policy by applying them to historical and contemporary security problems.",
INTA,621,"Chinese Foreign Policy. (3-0). Credit 3. Provide an overview of Chinese Foreign Policy since 1949, understand the major external and domestic determinants of Chinese foreign policy, the results of domestic politics and/or international pressures, the role of ideology in Chinese foreign policy, economic interests affecting Chinese foreign policy, and what drives Chinas involvement in international affairs.",
INTA,636,"International Development in Theory and Practice. (3-0). Credit 3. Reviews various definitions of development and the theories which explain why some countries develop and other do not; examination of current controversies and factors that lead to economic growth; the role good governance and democratic institutions play; the cultural values of a society; social services play in government. Prerequisite: Graduate classification.",
INTA,637,"Field Research Methods. (3-0). Credit 3. Overview of major field research methods including field experiments, behavioral games and household surveys. Prerequisite: Graduate classification.",
INTA,638,"Political Economy of Development in Africa. (3-0). Credit 3. Examination of how political forces shape economic outcomes and how political institutions develop and respond to socio-economic realities utilizing a political economy lens.",
INTA,643,"International Organizations. (3-0). Credit 3. Theoretical and empirical aspects of the role, potentials and limitations of the International Organizations in world politics; IOs governmental and nongovernmental play and important role in efforts to resolve a wide range of universal problems; peace and security, human rights poverty and other related matters of concern to international society. Prerequisite: Graduate classification.",
INTA,647,"State Building and State Failure in the Developing World. (3-0). Credit 3. Focuses on state-building sometimes called nation-building in the developing world; issues of state weakness, state failure and international responses to security concerns associated with weak and failing states; studies the origins of the modern state; examines why states fail or remain weak; surveys ongoing debates on role of international community.",
INTA,651,"National Security Policy. (3-0). Credit 3. A graduate-level seminar on national security policy that will provide a forum for developing an understanding of key concepts, players, institutions, intergovernmental processes, and contemporary issues in the national security policy domain. Prerequisite: Graduate classification.",
INTA,652,"The Role of Intelligence in Security Affairs. (3-0). Credit 3. A survey of U.S. Intelligence operations, techniques, objectives and resources, with particular emphasis on how intelligence has contributed and continues to contribute to U.S. national security. Prerequisite: Graduate classification.",
INTA,654,"Military Strategy in the Conduct of Nations. (3-0). Credit 3. Overview of strategic thought and national security policy; focuses on both the works of prominent military theorists, the historical context, and the significance for current international strategic affairs. Prerequisite: Admission to MPIA or approval of instructor.",
INTA,655,"Nationalism, Immigration and Terrorism in the European Union. (3-0). Credit 3. Familiarization with the important trends in European politics and security; investigation of the rise of nationalism and extremist groups in the European Union; the newest immigration trends, their impact on the EU member states and on the EU as a whole; terrorism and other forms of political violence in the European Union and the strategies developed to counter them; relationships between extremist groups in Europe and the U.S. Prerequisite: Graduate classification.",
INTA,659,"Transnational Security Issues. (3-0). Credit 3. Understand the composition, role, mission of offices, departments that comprise Intelligence Community; obtain appreciation for transnational security issues; address potential impact short/long term to U.S. national security policies and/or programs that may affect those transnational security issues by the year 2020.",
INTA,661,"North Atlantic Treaty Organization (NATO) - From Military Alliance to Collective Security. (3-0). Credit 3. Comprehensive overview of the central issues concerning the transformation of North Atlantic Treaty Organization (NATO) from a defense security alliance into a collective security organization. Prerequisite: Graduate classification.",
INTA,670,"International Affairs Capstone Seminar. (3-0). Credit 3. Capstone team exercise in subject related to international affairs. Prerequisites: MIA or MNSI majors, or approval of MIA/MNSI Director.",
INTA,671,"The Political Economy of the Middle East. (3-0). Credit 3. Surveys the main themes in political economy of the modern Middle East and North Africa (MENA); examination of the economic structures, institutions and policy challenges to countries in the region. Prerequisite: Graduate classification.",
INTA,684,"Professional Internship. Credit 1 to 6. Directed internship in a public or private organization to provide on-the-job training with professionals in organizational settings appropriate to the students professional objectives. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of government and public service. May be repeated for credit. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
INTA,696,"Analytic Tradecraft. (3-0). Credit 3. Perform analysis in the U.S. Intelligence Community; hone writing, briefing and analytical skills; focus on fundamentals of critical thinking, the psychology of analysis and intelligence process.",
INTA,698,"Advanced Analytic Tradecraft. (3-0). Credit 3. Preparation for performing analysis in the U.S. Intelligence Community (IC) utilizing advance analytics, including Diagnostic, Contrarian and Imaginative Structured Analytic Techniques (SAT).",
INTA,705,"Biodefense for the 21st Century. (3-0). Credit 3. Understanding of the threat posed by bioterrorism in the U.S.; exploration of various elements of bioterrorism; in-depth understanding of policies & issues surrounding bioterrorism preparedness and response. Prerequisite: Graduate classification.",
INTA,710,"Intelligence Collection Systems. (3-0). Credit 3. Examination of Open Source collection systems used by intelligence professionals and agencies; analysis of Human Intelligence (HUMINT) systems and Open Source collection (OSINT) will be the main focus of examination. Prerequisite: Graduate classification.",
INTA,713,"Advanced Cyber Policy. (3-0). Credit 3. Evaluation of cyber policy comparatively across domestic, international, and transnational approaches to network neutrality, privacy, encryption and cyber security; examination of rule making and decision making processes for Internet management; exposure to factors that confound transnational consensus; understanding of emerging challenges of modern diplomacy in the Internet Age.  Prerequisite: INTA 712 or approval of instructor; graduate classification.",
INTA,714,"Defense Intelligence. (3-0). Credit 3. Exposure to historical and contemporary defense intelligence capabilities as a part of the military decision making environment; examination of how multiple capabilities and organizations work together to inform leader; examination of the five major intelligence disciplines; exposure to a variety of scenarios involving an all source approach to intelligence; examination of the individual services intelligence capabilities, proficiencies and unique contributions to the Intelligence Community (IC). Prerequisite: Graduate classification.",
INTA,721,"History, Strategy, and American Statecraft. (3-0). Credit 3. Examination of foundational works in theory and practice of strategy and grand strategy; analysis of historical development of American strategy and statecraft; discussion of critical themes of American statecraft in present time. Prerequisite: INTA 605 or approval of instructor; graduate classification.",
ISEN,210,"Deterministic Optimization Modeling and Design. (2-0). Credit 2. Development and application of fundamental deterministic optimization models; emphasis on formulating real-world problems as linear, integer, and network flow models; computer optimization software will be used to solve the linear and integer models. Prerequisites: Grade of C or better in MATH 152 and ENGR 102.",
ISEN,230,"Informatics for Industrial Engineers. (3-0). Credit 3. Structured programming concepts for implementing mathematical and statistical models in industrial engineering problems; emphasis on introductory production and service system problems and computer-based approaches to solve the problems; engineering applications of probability and statistics concepts. Prerequisite: CSCE 206, CSCE 111, CSCE 121, or CSCE 110 or equivalent; concurrent enrollment in STAT 211.",
ISEN,281,"Essentials of Modern Manufacturing Methods for Engineering Design . (2-3). Credit 3. Fundamental basis from materials and manufacturing methods selection in engineering design; basic elements and theory of a range of materials manufacturing methods, with specific emphasis on recent developments in the field including rapid prototyping 3D, computer control of machines - tools, automation robotics micro-fabrication and metrology.   Prerequisite: Grade of C or better in ENGR 217 or PHYS 217, or concurrent enrollment.",
ISEN,302,"Economic Analysis of Engineering Projects. (2-0). Credit 2. Principles of economic equivalence; time value of money; analysis of single and multiple investments; comparison of alternatives; capital recovery and after-tax analysis of economic projects. Prerequisites: Grade of C or better in MATH 152 or MATH 172; also taught at Qatar campus.",
ISEN,302,"Economic Analysis of Engineering Projects. (2-0). Credit 2. Principles of economic equivalence; time value of money; analysis of single and multiple investments; comparison of alternatives; capital recovery and after-tax analysis of economic projects. Prerequisites: Grade of C or better in MATH 152 or MATH 172; also taught at Qatar campus.",
ISEN,310,"Uncertainty Modeling for Industrial Engineering. (3-0). Credit 3. Models and methods based on probability and statistics for industrial engineering applications; random variables, expectation, distribution fitting, reliability of systems, central limit theorem and interval estimates in the context of production and service systems. Prerequisites: Grade of C or better in ISEN 230 or concurrent enrollment; grade of C or better in STAT 211.",
ISEN,311,"Introduction to Data Analytics and Engineering. (3-0). Credit 3. Basic concepts in data engineering, including data acquisition, data management and models for learning with associated algorithms; iterative algorithms; tree-based and regression-based classification; graphs and graph-based methods; clustering; neural networks basics and their training; data structures for storing and processing data; introduction to databases.
Prerequisites: Grade of C or better in CSCE 110, CSCE 111, CSCE 120, CSCE 121, or CSCE 206; grade of C or better in STAT 211; junior or senior classification.",
ISEN,320,"Operations Research I. (3-0). Credit 3. Development and application of fundamental deterministic optimization models and solution methods; focus on quantitative modeling and formulation of linear, integer, and network flow problems; use of computer optimization software to model and solve real-life problems. Prerequisites: Grade of C or better in MATH 304 or MATH 323.",
ISEN,330,"Human Systems Interaction. (3-0). Credit 3. Principles of human factors and ergonomics; emphasis on design to support human capabilities, limitations, and interaction tendencies in sociotechnical work systems; topics include human information processing, physiological and biomechanical functioning, and implications for design of the workplace and jobs; case studies in manufacturing, medicine, aerospace, ground transportation, and computer interaction. Prerequisite: Grade of C or better in MEEN 221; junior or senior classification.",
ISEN,340,"Operations Research II. (3-0). Credit 3. Probabilistic methods for industrial and service systems; stochastic processes used in industrial engineering, including Poisson processes and discrete and continuous-time Markov chains; applications to production operations, inventory control, revenue management, quality control, reliability, digital simulation and finance. Prerequisites: MATH 304 and ISEN 310; junior or senior classification.",
ISEN,350,"Quality Engineering. (2-3). Credit 3. Strategic approach to implementing quality, process and business improvement methods using data analysis tools; total quality management and six sigma approaches to define, measure, analyze, improve and control processes; principles of lean engineering; control charts; process capability analysis; basic metrology, applied statistics, lean principles and process capability. Prerequisites: Grade of C or better in ISEN 310 and ISEN 230.",
ISEN,355,"System Simulation. (2-3). Credit 3. Systems simulation structure, logic and methodologies; development of simulation models; data handling methods; analysis of simulation data; verification and validation; system simulation languages, models and analysis; applications to industrial situations. Prerequisites: Grade of C or better in ISEN 230 and ISEN 310.",
ISEN,370,"Production Systems Engineering. (3-0). Credit 3. Principles, models, and techniques for planning and analysis of production and distribution systems; application of linear, integer, and nonlinear optimization models and solution methods for aggregate planning, supply chain planning, push (MRP) and pull (JIT) material flow management, inventory control under deterministic and stochastic demands, operations scheduling, and production scheduling. Prerequisites: Grade of C or better in ISEN 230 and ISEN 320.",
ISEN,405,"Facilities Design and Material Handling. (3-0). Credit 3. Principles of facilities location, layout, and material handling systems and to practice designing facilities; modeling, design, and analysis techniques; methodologies in facilities location, layout, and material handling; integration of ergonomics analysis techniques and their implications on design, layout, safety and quality. Prerequisites: Grade of C or better in ISEN 210 and ISEN 320; junior or senior classification.",
ISEN,410,"Advanced Engineering Economy. (3-0). Credit 3. Principles of economic equivalence; borrowing, lending, and investing; establishing minimum attractive rate of return; replacement analysis; capital budgeting; uncertainty analysis; decision trees. Prerequisites: Grade of C or better in ISEN 210 or ISEN 302; junior or senior classification.",
ISEN,411,"Engineering Management Techniques. (3-0). Credit 3. Techniques relating to managing engineering activities; engineers transition into management; engineering managerial functions; motivation of individual and group behavior; productivity assessment/improvement; managing the quality function and communications. Prerequisite: Grade of C or better in ISEN 350; senior classification.",
ISEN,413,"Advanced Data Analytics for Industry. (3-0). Credit 3. Data mining; linear discriminant analysis (LDA), principal component analysis (PCA) and other methods; classification, clustering, and mining, information extraction; dealing with uncertainty, Bayesian inference; neural models, regression and feature selection. Prerequisites: Grade of C or better in ISEN 310 and ISEN 350; junior or senior classification.",
ISEN,414,"Total Quality Engineering. (2-3). Credit 3. Principles of total quality engineering; total quality management philosophy, engineering approaches for designing quality into products and processes; off-line experimentation methods for the robust design; emphasis on teamwork and continuous quality improvement. Prerequisite: Grade of C or better in STAT 211; junior or senior classification.",
ISEN,425,"Design and Analysis of Industrial Systems with Simulation. (2-3). Credit 3. In-depth study into the design-modeling and subsequent analysis of contemporary production/service systems; factory/service systems are modeled using the ARENA/SIMAN V simulation-animation language; emphasis is placed on the critical analysis of alternative flow designs of modeled systems using flow and economic parameters to assess system improvement. Prerequisites: Grade of C or better in ISEN 210 and ISEN 355.",
ISEN,427,"Decision and Risk Analysis. (3-0). Credit 3. Overview of the state of the art in descriptive and prescriptive theories of decision making under uncertainty with emphasis on the ways in which human decisions depart from normative models of rationality; analytical foundations stemming from several disciplines, economics, psychology, management science; application in engineering systems will be considered. Prerequisite: Grade of C or better in ISEN 310, DAEN 321, or STAT 212. Cross-listed with DAEN 427.",
ISEN,433,"Biomechanics of Work. (3-0). Credit 3. Mechanical behavior of the human musculoskeletal system and component tissues during physical activity; fundamental biomechanical concepts, principles, tools and methods for the measurement of human physical attributes, evaluation of human mechanical capabilities and modeling of human musculoskeletal system; application of concepts to improve performance or prevent injuries during daily activities. Prerequisite: Grade of C or better in ISEN 330; junior or senior classification.",
ISEN,434,"Human Error and Resilient System Design. (3-0). Credit 3. Human error from a sociotechnical systems perspective; role of error in complex system failures; human behavioral modes and system design factors; analytical methods for defining the roles and impact of errors in large-scale system accidents; real-world case studies. Prerequisites: Grade of C or better in ISEN 330; junior or senior classification.",
ISEN,440,"Systems Thinking. (3-0). Credit 3. Systems thinking process, systems of systems and the fundamental considerations associated with the engineering of large-scale systems, or systems engineering including systems modeling, design and the system development process. Prerequisites: Grade of C or better in MATH 304; junior or senior classification.",
ISEN,460,"Capstone Senior Design. (1-6). Credit 3. Engineering design including identification of a problem; development, analysis and evaluation of alternative solutions; and recommendations for and, where possible, development of systems improvement tools; application of experience and training to provide a product or solution that helps company clients; balancing client needs with academic requirements. Prerequisite: Grade of C or better in ISEN 210, ISEN 330, ISEN 340, ISEN 350, ISEN 355 and ISEN 370; junior or senior classification.",
ISEN,489,"Special Topics in...  Credit 1 to 5. In-depth study of areas of current student interest and recent advances; normally used for first time offering of new courses. Prerequisite: Approval of instructor.",
ISEN,608,"Industrial Case Analysis. (3-0). Credit 3. Practice in applications of principles to the solution of actual case problems involving broad management decisions. Prerequisite: Approval of instructor; also taught at Qatar campus.",
ISEN,613,"Engineering Data Analysis. (3-0). Credit 3. Selected topics in probability and data analysis for quality in engineering problems; measurement principles, data collection and data analysis to solve quality engineering problems; introduction to courses in the assurance sciences-reliability, maintainability, quality control and robust design.",
ISEN,614,"Advanced Quality Control. (3-0). Credit 3. Advanced methods applied to quality control and anomaly detection; classical treatments and recent developments in statistical process control; evaluation, design and maintenance of quality control programs; focus on monitoring and root cause identification. Prerequisite: STAT 212 or STAT 601.",
ISEN,616,"Design and Analysis of Industrial Experiments. (3-0). Credit 3. Fundamental theory, concepts and procedures required for industrial experimental design, statistical data analysis, and model building, with emphasis on engineering formulations and applications; one-factor experiments with and without restrictions on randomization, treatment comparison procedures, Latin and other squares, factorial experiments, full and fractional two-level factorial experiments, blocking in factorial designs, response surface methodologies and introduction to Taguchi methods. Prerequisite: STAT 212 or STAT 601.",
ISEN,617,"Quantitative Models for Supply Chain Coordination. (3-0). Credit 3. Concepts, complexities, and models pertaining to supply chain management and relation of those to recent practical initiatives; includes channel coordination models, supply chain contracting, and vendor-managed, inventory models.",
ISEN,620,"Survey of Optimization. (3-0). Credit 3. Theory and numerical methods for deterministic linear and nonlinear optimization; topics include linear programming, unconstrained-nonlinear optimization, constrained-nonlinear optimization, Lagrange and K-K-T conditions, and numerical algorithms. Prerequisite: MATH 304 or MATH 311.",
ISEN,623,"Nonlinear and Dynamic Programming. (3-0). Credit 3. Understanding of algorithms for nonlinear optimatization; development of optimality conditions and different types of algorithms for unconstrained and constrained problems; formulation and solution of many types of discrete dynamic programming problems. Prerequisite: MATH 304.",
ISEN,625,"Simulation Methods and Applications. (2-3). Credit 3. Fundamental methodologies of simulation modeling; random number and variate generation, statistical analysis of model output, and discrete event modeling using a commercial simulation language. Prerequisite: STAT 212 or STAT 601.",
ISEN,627,"Engineering Analysis for Decision Making. (3-0). Credit 3. Principles and application of techniques in analysis of decision processes involving engineering systems under uncertainty; areas of utility and information theory as related to quantification of information for decision-making. Prerequisites: ISEN 609; STAT 601 or approval of instructor.",
ISEN,630,"Human Operator in Complex Systems. (3-0). Credit 3. Basic understanding of the theory and practice of human factors engineering; topics presented within the framework of humans as functioning systems and their requirements when incorporated in hardware and software systems.",
ISEN,641,"Systems Engineering Methods and Frameworks. (3-0). Credit 3. Concepts, methodology, methods and tools for discovery, definition, analysis, design, creation, and sustainment of systems involving information, physical, and human elements; architecture modeling methods include IDEF/UPDM; systems engineering frameworks include DoDAF/MoDAF, and Zachman; analysis tools include executable architectures to assess consistency, interoperability and performance. Prerequisites: MATH 304 or approval of instructor.",
ISEN,663,"Engineering Management Control Systems. (3-0). Credit 3. Integration of human relations, planning and control concepts, systems analysis and design, and principles of management oriented toward engineering functions within an organization; organizational design and administration as they impact along the product life cycle, i.e., research, design, development, production and use.",
ISEN,667,"Engineering Economy. (3-0). Credit 3. Fundamental concepts and advanced techniques of engineering economic analysis; evaluation of alternative capital investments considering income taxes, depreciation and inflation; discounted cash flow analysis of competing projects, break-even analysis and determination of rate of return on investment; risk and uncertainty in engineering analysis. Prerequisite: ISEN 303 or approval of instructor; also taught at Qatar campus.",
ISTM,210,"(BCIS 1305 and 1405) Fundamentals of Information Systems. Credit 0 or 3. Introduction to information systems concepts; study of information systems in the functional areas of business; overview of hardware, software and popular operating systems; study of problem solving tools; human factors. Prerequisite: Business and Maritime Business Administration majors; also taught at Galveston campus.",
ISTM,250,"Business Programming Logic and Design. (3-0). Credit 3. Development of structured and object-oriented program logic and design in solving business programming problems; writing, documenting, debugging and testing computer code; emphasis on good coding techniques and logical thinking. Prerequisite: ISTM 210 or concurrent enrollment.",
ISTM,281,"Professional Development Information Systems Seminar. (1-0). Credit 1. Exposure to professional issues, contemporary information systems topics, potential MIS careers and employers. May be taken three times for credit. Prerequisite: Admission to Mays Business School; intend to major in management information systems.",
ISTM,310,"Network Communications and Infrastructure. (3-0). Credit 3. Concepts, technologies and applications of on-line and network-based systems; analysis and design of data communications; requirements in an information system environment; impact on business organizations; installation, configuration and management of virtual servers. Prerequisite: ISTM 250; ACCT 230 and BUSN 203, or concurrent enrollment; admission to upper division in Mays Business School, or approval of instructor if major is outside of Mays Business School.",
ISTM,313,"Foundations of Data Analytics for Non-MIS Majors. (3-0). Credit 3. Use and application of data modeling, Structured Query Language (SQL), Database Management Systems (DBMS) and data visualization in the solution of business problems. Only one of the following will satisfy the requirements for a degree: ISTM 313 or ISTM 315. Prerequisites: Admission to upper division in Mays Business School.",
ISTM,315,"Database Programming. (3-0). Credit 3. Use and application of Structured Query Language (SQL); Database Management Systems (DBMS) in the solution of business problems; database programming. Only one of the following will satisfy the requirements for a degree: ISTM 313 or ISTM 315. Prerequisites: ISTM 310; ISTM 320; or approval of instructor.",
