ccode,cnumber,description,
BIOL,302,"Careers in Biology. (1-0). Credit 1. Development of job search skills; utilization of career resources; self-assessment of career interests and career objectives; strategies for professional correspondence and networking; business etiquette and interviewing techniques; insight into life science career opportunities. Prerequisites: Junior or senior classification; department of biology majors only; or approval of instructor.",
BIOL,319,"Integrated Human Anatomy and Physiology I. (3-3). Credit 4. Integrated approach to cellular, neural, skeletal, muscular anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations. Prerequisite: BIOL 111 and BIOL 112, or BIOL 107.",
BIOL,320,"Integrated Human Anatomy and Physiology II. (3-3). Credit 4. Continuation of BIOL 319. Integrated approach to endocrine, cardiovascular, respiratory, digestive, urinary, reproductive and developmental anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations. Prerequisite: BIOL 319 or approval of instructor.",
BIOL,320,"Integrated Human Anatomy and Physiology II. (3-3). Credit 4. Continuation of BIOL 319. Integrated approach to endocrine, cardiovascular, respiratory, digestive, urinary, reproductive and developmental anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations. Prerequisite: BIOL 319 or approval of instructor.",
BIOL,335,"Invertebrate Zoology. (3-3). Credit 4. Morphology, taxonomy, natual history and phylogeny of invertebrate animals, with emphasis on biodiversity; class includes both lecture and lab. Labs include study of preserved material and demonstration of living animals in aquaria and terraria. Prerequisite: BIOL 214 or approval of instructor.",
BIOL,351,"Fundamentals of Microbiology. (3-4). Credit 4. Introduction to modern microbiology with emphasis on prokaryotes; includes microbial cell structure, function, and physiology; genetics, evolution, and taxonomy; bacteriophage and viruses; pathogenesis and immunity; and ecology and biotechnology; includes laboratory experience with microbial growth and identification. Prerequisites: BIOL 112; CHEM 227, and CHEM 237 or CHEM 231; or approval of instructor; also taught at Galveston campus.",
BIOL,357,"Ecology. (3-0). Credit 3. Analysis of ecosystems at organismal, population, interspecific and community levels. Prerequisite: BIOL 214 or approval of instructor.",
BIOL,388,"Principles of Animal Physiology. (3-3). Credit 4. Introduction to how animals function, including basics of neurophysiology, endocrinology, muscular, cardiovascular, respiratory, ormoregulatory, and metabolic physiology; broadly comparative in scope and encompassing adaptation of physiological systems to diverse environments; the laboratory stresses techniques used for monitoring and investigating physiological mechanisms and responses to environmental changes. Prerequisites: BIOL 214 or CHEM 228 or approval of instructor.",
BIOL,401,"Critical Writing in Biology. (1-0). Credit 1. Reading scientific papers and writing short synopses of papers with a focus on learning how to think and write like a scientist; fills the current Writing Intensive W course requirement for biology. Prerequisite: BIOL 213 or CHEM 228; junior or senior classification.",
BIOL,402,"Communicating Biological Research to the Public. (1-0). Credit 1. Interpretation of scientific papers; analysis of how research findings are communicated to lay audiences; creation of synopses of research findings for the general public. Prerequisite: BIOL 213 or CHEM 228; junior or senior classification.",
BIOL,403,"Medical Narratives. (1-0). Credit 1. Focus on reading and analyzing brief nonfiction stories about medicine; exploration of different perspectives and experiences with illness and medicine. Prerequisites: BIOL 213 or CHEM 228; junior or senior classification or approval of instructor.",
BIOL,414,"Developmental Biology. (3-0). Credit 3. Concepts of development in systems ranging from bacteriophage to the mammalian embryo; use of recombinant DNA technology and embryo engineering to unravel the relationships between growth and differentiation, morphogenesis and commitment, aging and cancer. Prerequisite: BIOL 213 or GENE 302; BICH 410 or BICH 440.",
BIOL,428,"Cellular Neuroscience. (3-0). Credit 3. Cell biology, molecular biology and biophysics of neurons as it pertains to their fundamental role in the physiological basis of behavior; study of how neurons create, maintain and exploit electrical signals for information coding and transmission; principles of electrical and chemical signaling between neurons, and the role of intracellular signaling for signal modulation and synaptic plasticity; exploration of a broad range of state-of-the-art molecular tools currently used to study the nervous system, and the cellular basis for many of the most common neurological disorders affecting humans as well as the strategies and therapies for their treatment. Prerequisites: BIOL 213 and PSYC 235, or approval of instructor. Cross-listed with NRSC 428",
BIOL,430,"Biological Imaging. (3-3). Credit 4. Still and video photography and photomicrography, computerbased digital image analysis and processing of biological images; theory and principles of light and electron microscopy including transmission and scanning electron microscopy; optical contrast methods for light microscopy including phase contrast, DIC, polarizing light and confocal laser scanning microscopy. Prerequisite: Junior classification or approval of instructor.",
BIOL,438,"Bacterial Physiology. (3-0). Credit 3. Structure and function of prokaryotic cells, with emphasis on evolutionary adaptations to different environmental, developmental, and pathogenic selections pressures; formation of teamsa and preparation of presentations on specific topics in microbiology. Prerequisites: BIOL 351; BIOL 406 or concurrent enrollment; BICH 410, BICH 431 and GENE 302 strongly recommended.",
BIOL,443,"Early Stages of Animal Evolution. (2-2). Credit 3. Analysis of the earliest stages of animal evolution by integrating various scientific fields such as genomics, paleontology, metabolism, morphology, environment, development and behavior; includes hands-on exploration of fossils and modern animals to understand how evolution shaped our world. Prerequisites: BIOL 214; junior or senior classification.",
BIOL,444,"Neural Development. (3-0). Credit 3. Cellular and molecular mechanisms of nervous system development including neural induction and the basis of complex behaviors; use of a wide range of model organisms with a specific emphasis on vertebrate nervous system development. Prerequisites: BIOL 213, BIOL 319, BIOL 320, BIOL 413, BIOL 388, NRSC 235 or PSYC 235. Cross-listed with NRSC 444.",
BIOL,445,"Biology of Viruses. (3-0). Credit 3. Structure, composition and life cycles of viruses; methods used to study viruses; their interaction with host cells; mechanisms of pathogenicity and cellular transformation; responses of the host to viral infection, and vaccine applications; in-depth study of the life cycles of the major classes of viruses and discussion of emerging viruses. Prerequisite: BIOL 213 or BIOL 351 or approval of instructor.",
BIOL,450,"Genomics. (3-3). Credit 4. The study of genomic data includes consideration of the logic behind the most important genomic approaches, as well as their capabilities and limitations in investigating biological processes; the science of accessing and manipulating genomic data; and practical applications, including development of an hypotheses-driven datamining experiment. Prerequisites: BIOL 213, GENE 301 or GENE 302, BICH 431 or GENE 431, or BIOL 351; junior or senior classification or approval of instructor. Cross-listed with BICH 450.",
BIOL,451,"Bioinformatics. (3-0). Credit 3. Bioinformatics tools applicable to eukaryotic organisms; theoretical background of computational algorithms, with an emphasis on application of computational tools related to modern molecular biological research. Prerequisite: BIOL 213, GENE 301, or GENE 302, or BIMS 320 or GENE 320; junior or senior classification, or approval of instructor.",
BIOL,454,"Immunology. (3-0). Credit 3. Introduction to basic immunological concepts and principles of serology. Prerequisite: BIOL 351 or equivalent or approval of instructor.",
BIOL,456,"Medical Microbiology. (3-0). Credit 3. Microbiology, epidemiology and pathology of human pathogens with an emphasis on bacterial agents. Prerequisite: BIOL 351 or approval of instructor.",
BIOL,461,"Antimicrobial Agents. (1-0). Credit 1. Understanding of antimicrobial agents, limitations of use, biosynthesis and regulation, and challenges in development as new therapeutics. Prerequisites: BICH 410 or BICH 440 and BIOL 351 or VTPB 405.",
BIOL,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biology. May be repeated once for credit.",
BIOL,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biology. May be repeated once for credit.",
BIOL,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biology. May be repeated once for credit.",
BIOL,489,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biology. May be repeated once for credit.",
BIOL,491,"Research. Credit 0 to 4. Active research of basic nature under the supervision of a Department of Biology faculty member. May be taken two times. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisite: Approval of departmental faculty member.",
BIOL,492,"Biomedical Therapeutics Development. (1-0). Credit 1. Basic aspects of the biotechnology business; includes key aspects of biotechnology patents, the main steps in preclinical drug development and company structure and funding. Prerequisites: BIOL 213 or equivalent; CHEM 227 and CHEM 228.",
BIOL,495,"Biology Capstone: Research Communication in the Life Sciences. (2-0). Credit 2. Culmination of capstone research experience; formalization of research results in written and oral forms; introduction to primary genres or scientific writing; apply principles of rhetoric and composition to diverse methods of professional communication. Prerequisite: BIOL 452, BICH 464, BIOL 400, BIOL 493 or BIOL 491 or approval of instructor.",
BIOL,496,"Ethics in Biological Research. (1-0). Credit 1. Fraud in science, how to recognize it, and how to avoid committing fraud; includes the basis of ethics and plagiarism, negotiation techniques and conflict management, the regulations and ethics covering animal and human experiments, record-keeping, data management and peer review. Prerequisite: BIOL 491, NRSC 491, BICH 491, GENE 491, BIMS 491, CHEM 491, BIOL 351, or BICH 410, or approval of instructor.",
BIOL,601,"Biological Clocks. (3-0). Credit 3. Introduction to the formal properties of biological rhythms; cellular and molecular bases for rhythmicity; temporal adaptations of organisms using clocks. Prerequisite: Graduate classification or approval of instructor. Cross-listed with NRSC 635.",
BIOL,606,"Microbial Genetics. (3-0). Credit 3. Basic understanding of microbial genetic systems and how genetic analyses can be used to investigate fundamental biological processes in bacteria. Prerequisite: GENE 302 or BIOL 351.",
BIOL,608,"Theory and Applications of Light Microscopy. (2-3). Credit 3. Provides biologists, material scientists and students from other disciplines with the theoretical background and practical techniques of sample preparation, operation of light microscopes as well as image acquisition and processing; individual instruction which facilitates the completion of their research projects involving light microscopic techniques. Prerequisite: half-page write-up describing how their graduate work will benefit.",
BIOL,609,"Molecular Tools in Biology. (3-0). Credit 3. Interactive lecture course in molecular biology for beginning graduate students; introduction to tools and methodologies used in prokaryotic and eukaryotic molecular labs; choosing the appropriate experimental technique for a given scientific question; virtual experiments will reinforce the applications and introduce useful bioinformatics tools. Prerequisite: Graduate classification.",
BIOL,628,"Principles of Neuroscience II. (3-0). Credit 3. Fully integrated overview of nervous system organization and systems-level neurobiology; broad topics include sensory systems and sensory systems function, motor systems and neuromuscular function, central pattern generation and locomotion, homeostatic regulation, motivation, emotions, learning and memory, and circadian rhythms. Prerequisites: Graduate classification or approval of instructor. Cross-listed with NRSC 602.",
BIOL,635,"Plant Molecular Biology. (3-0). Credit 3. Molecular aspects of plant growth, development, reproduction and evolution, emphasizing the structure, function, regulation, interaction and manipulation of plant genes; practical applications of plant molecular biology. Prerequisite: GENE 431.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,681,"Seminar. (1-0). Credit 1. Detailed reports on specific topics in field chosen. Students may register in up to but no more than three sections of this course in the same semester.",
BIOL,682,"Communicating Biological Science. (1-0). Credit 1. Instruction and practice with presenting research topics on biological science to a variety of audiences under different time constraints; emphasis on oral communication, including talks, poster presentations, and scientific writing; topics include critical elements in any presentation; knowing your audience/readers; designing effective visual aids and graphics; leading your audience/readers through complex concepts; preparing for presentations; and communicating with non-scientists. Prerequisites: Graduate classification.",
BIOL,686,"Biomedical Therapeutics Development. (1-0). Credit 1. Basic aspects of the biotechnology business; includes key aspects of biotechnology patents, the main steps in preclinical drug development and company structure and funding. Prerequisites: Graduate classification or approval of instructor; BIOL 696 or concurrent enrollment.",
BIOT,684,"Directed Professional Internship. (4-0). Credit 4. A directed internship in an organization that provides on-the-job training with professionals in organizational settings appropriate to the students professional objectives. May be taken two times for credit. Prerequisite: Approval of the Chair of the Faculty of Biotechnology.",
BIOT,684,"Directed Professional Internship. (4-0). Credit 4. A directed internship in an organization that provides on-the-job training with professionals in organizational settings appropriate to the students professional objectives. May be taken two times for credit. Prerequisite: Approval of the Chair of the Faculty of Biotechnology.",
BMEN,201,"Professional Development Essentials. (3-0). Credit 3. Examination of professional development essentials required to be a professional biomedical engineer; topics include academic, engineering, and medical ethics; critical thinking and problem-solving skills; and written, verbal, and mathematical communication skills. Prerequisites: Grade of C or better in MATH 152; Biomedical Engineering major.",
BMEN,207,"Computing for Biomedical Engineering. (2-3). Credit 3. Introduction to the principles of computer programming for biomedical applications including program design and development, programming techniques and documentation; introduction to and programming in the Python and LabVIEW environments, and computer-aided design application in SolidWorks environments. Prerequisite: Grade of C or better in MATH 152 and ENGR 102; Biomedical Engineering major.",
BMEN,207,"Computing for Biomedical Engineering. (2-3). Credit 3. Introduction to the principles of computer programming for biomedical applications including program design and development, programming techniques and documentation; introduction to and programming in the Python and LabVIEW environments, and computer-aided design application in SolidWorks environments. Prerequisite: Grade of C or better in MATH 152 and ENGR 102; Biomedical Engineering major.",
BMEN,250,"Biostatistics and Data Visualization. (3-0). Credit 3. Introduction to statistical thinking for biomedical engineering problem-solving and decision-making applied to the benchtop, laboratory, and clinical testing and to the quality engineering procedures of verification and validation; topics include descriptive statistics, estimation, hypothesis testing, regression and correlation, experimental design, data visualization, and ethics of statistical practice. Prerequisites: Grade of C or better in MATH 152 and ENGR 102; Biomedical Engineering major.",
BMEN,250,"Biostatistics and Data Visualization. (3-0). Credit 3. Introduction to statistical thinking for biomedical engineering problem-solving and decision-making applied to the benchtop, laboratory, and clinical testing and to the quality engineering procedures of verification and validation; topics include descriptive statistics, estimation, hypothesis testing, regression and correlation, experimental design, data visualization, and ethics of statistical practice. Prerequisites: Grade of C or better in MATH 152 and ENGR 102; Biomedical Engineering major.",
BMEN,253,"Discovering Biomedical Engineering Design Thinking. (1-0). Credit 1. Identification and exploration of what constitutes a medical device and the unique aspects of medical device design that are imposed by medical device regulation. Prerequisite: Biomedical Engineering major.",
BMEN,254,"Biomedical Engineering Design I. (1-0). Credit 1. Introduction into biomedical engineering design and relevant biomedical topics. Prerequisites: Grade of C or better in BMEN 253; Biomedical Engineering major.",
BMEN,321,"Circuits, Signals, and Systems. (2-3). Credit 3. Examination of circuits and linear and nonlinear systems concepts required for quantitative analysis of biomedical and physiological signals and design of biomedical systems; topics include electrical circuit fundamentals, operational amplifiers, frequency response, electrical transients, impulse response, transfer functions, convolution, Fourier and Laplace transforms, filtering of biomedical signals, electrical circuits and analog representations of physiological systems as model systems, and A/D conversion and sampling; theoretical investigations and hands-on acquisition of biomedical signals and designing, building, and testing bioinstrumentation circuits. Prerequisites: Grade of C or better in BMEN 207, BMEN 250 or STAT 312, MATH 308, and PHYS 207; Biomedical Engineering major.",
BMEN,341,"Biotransport. (3-0). Credit 3. Fundamentals of momentum, mass, and energy transport related to living or biomedical systems; examination of the basic principles and constitutive equations of a variety of biological transport phenomena, with length scales ranging from intracellular to organ level; topics include fluid mechanics; transport by diffusion, along with effects of convection, electrochemical potential, and chemical reactions; and energy-tissue interactions; emphases are given to fundamental principles, quantitative approaches, and biomedical applications of these principles and techniques. Prerequisites: Grade of C or better in BMEN 207 or concurrent enrollment, MATH 308, and PHYS 207 or PHYS 208; Biomedical Engineering major.",
BMEN,341,"Biotransport. (3-0). Credit 3. Fundamentals of momentum, mass, and energy transport related to living or biomedical systems; examination of the basic principles and constitutive equations of a variety of biological transport phenomena, with length scales ranging from intracellular to organ level; topics include fluid mechanics; transport by diffusion, along with effects of convection, electrochemical potential, and chemical reactions; and energy-tissue interactions; emphases are given to fundamental principles, quantitative approaches, and biomedical applications of these principles and techniques. Prerequisites: Grade of C or better in BMEN 207 or concurrent enrollment, MATH 308, and PHYS 207 or PHYS 208; Biomedical Engineering major.",
BMEN,343,"Biomedical Engineering Materials. (2-3). Credit 3. Properties, preparation, and characterization of natural and man-made materials encountered in biomedical applications; topics include the chemical structure of metals, ceramics, and polymers; physical, mechanical, bulk, and surface properties of biomaterials; biomaterial degradation; and biomaterial processing; theoretical investigations and hands-on acquisition and interpretation of biomaterial preparation and characterization data. Prerequisites: Grade of C or better in MATH 308 and BMEN 361; Biomedical Engineering major.",
BMEN,344,"Biological Interactions and Testing. (2-3). Credit 3. Application of quantitative engineering principles and bioimaging, bioassay, and biomolecule activity testing to elucidate the interactions between materials and biological systems; topics include protein and cell interactions with biomaterials; biomaterial implantation; acute inflammation, wound healing and the presence of biomaterials immune responses to biomaterials; thrombosis; infection; tumorigenesis; and calcification of biomaterials; examination of theoretical investigations, hands-on acquisition, and interpretation of biological interaction data. Prerequisite: Grade of C or better in MATH 308 and VTPP 435; Biomedical Engineering major.",
BMEN,351,"Biomedical and Health Data Science. (3-0). Credit 3. Exploration of applications of data analytics, machine learning, and deep learning in health sciences and biomedical data; topics include theoretical foundations, algorithms and methods of deriving valuable insights from data, predictive health analysis, electronic health records, medical image analysis, computational drug discovery, and genome structure prediction using predictive modeling. Prerequisites: Grade of C or better in BMEN 207 and BMEN 250 or STAT 312; Biomedical Engineering major.",
BMEN,354,"Biomedical Engineering Design III. (2-0). Credit 2. Analysis of validation and verification testing for biomedical engineering design, along with manufacturing readiness, market-entry readiness, and post-market engineering activities. Prerequisites: Grade of C or better in BMEN 353; Biomedical Engineering major.",
BMEN,361,"Biomedical Engineering Mechanics. (2-3). Credit 3. Examination of biomedical engineering mechanics with a focus on biomedical devices, biomaterials, and hard and soft biological tissues; topics include fundamentals of static mechanics, motion biomechanics, and mechanics of materials supplemented with experimental design, simulation, and mechanical testing; exploration of theoretical investigations and hands-on acquisition; interpretation and application of biomechanical data. Prerequisites: Grade of C or better in BMEN 207 and BMEN 250 or STAT 312; Biomedical Engineering major.",
BMEN,361,"Biomedical Engineering Mechanics. (2-3). Credit 3. Examination of biomedical engineering mechanics with a focus on biomedical devices, biomaterials, and hard and soft biological tissues; topics include fundamentals of static mechanics, motion biomechanics, and mechanics of materials supplemented with experimental design, simulation, and mechanical testing; exploration of theoretical investigations and hands-on acquisition; interpretation and application of biomechanical data. Prerequisites: Grade of C or better in BMEN 207 and BMEN 250 or STAT 312; Biomedical Engineering major.",
BMEN,399,"Engineering Professional Development. (0-0). Credit 0. Participation in an approved high-impact learning practice; reflection on professional outcomes from engineering body of knowledge; documentation and self-assessment of learning experience at mid-curriculum point. Prerequisites: Admission to biomedical engineering; junior or senior classification or approval of instructor.",
BMEN,401,"Principles and Analysis of Biological Control Systems. (3-0). Credit 3. Techniques for generating quantitative mathematical models of physiological control systems and devices; the behavior of physiological control systems using both time and frequency domain methods. Prerequisite: BMEN 321.",
BMEN,404,"FDA Good Laboratory and Clinical Practices. (3-0). Credit 3. Implementation of Good Laboratory Practices (GLP) for the submission of preclinical studies and use of Good Clinical Practices (GCP) in clinical trials in accordance with Food and Drug Administration (FDA) regulations; includes similarities and differences in GLP and GCP critical for the introduction of new drugs and medical devices. Prerequisites: BMEN 253; junior or senior classification.",
BMEN,422,"Bioelectromagnetism. (3-0). Credit 3. Electric, magnetic and electromagnetic phenomena associated with biological tissues; source modeling based on physiological current including line and volume conductor models as well as electromagnetic-based stimulation, sensing and imaging. Prerequisites: Admission into the degree sequence of the major and BMEN 321 or approval of instructor.",
BMEN,431,"Biomolecular Engineering. (3-0). Credit 3. Foundations for understanding and experimental approaches for measuring and manipulating biomolecules; proteins, nucleic acids and carbohydrates; thermodynamics and kinetics of biomolecular reactions. Prerequisites: Junior or senior classification; Biomedical Engineering majors; or approval of instructor.",
BMEN,431,"Biomolecular Engineering. (3-0). Credit 3. Foundations for understanding and experimental approaches for measuring and manipulating biomolecules; proteins, nucleic acids and carbohydrates; thermodynamics and kinetics of biomolecular reactions. Prerequisites: Junior or senior classification; Biomedical Engineering majors; or approval of instructor.",
BMEN,454,"Analysis and Design Project II. (0-9). Credit 3. Continuation of BMEN 453. Prerequisite: Grade of C or better in BMEN 453; Biomedical Engineering major.",
BMEN,458,"Motion Biomechanics. (3-0). Credit 3. Skeletal anatomy and mechanics; muscle anatomy and mechanics; theory and application of electromyography; motion and force measuring equipment and techniques; inverse dynamics modeling of the human body; current topics in musculoskeletal biomechanics research. Prerequisites: BMEN 207 or approval of instructor; junior or senior classification.",
BMEN,463,"Soft Tissue Mechanics and Finite Element Methods. (3-0). Credit 3. Application of continuum mechanics and finite element methods to the study of the mechanical behavior of soft tissues and associative applications in biomedicine. Prerequisites: BMEN 341 and BMEN 361.",
BMEN,463,"Soft Tissue Mechanics and Finite Element Methods. (3-0). Credit 3. Application of continuum mechanics and finite element methods to the study of the mechanical behavior of soft tissues and associative applications in biomedicine. Prerequisites: BMEN 341 and BMEN 361.",
BMEN,469,"Entrepreneurial Pathways in Medical Devices. (3-0). Credit 3. Overview of fundamental elements and development steps for an effective strategy pathway including regulatory pathway for commercialization of medical product/medical device innovations; application of the basic regulations and associated requirements and enforcements for product market approval; exploration of product quality test method design requirements; understanding of the applicable regulations and standards pertaining to the design, testing, approval and marketing of medical devices. Prerequisite: Admitted to major degree sequence (upper-level) in biomedical engineering.",
BMEN,471,"Numerical Methods in Biomedical Engineering. (3-0). Credit 3. Application of numerical analysis to analyze molecular, cellular and physiological systems, using general techniques including programming in MATLAB to analyze steady and dynamic systems. Prerequisites: BMEN 207 and VTPP 434.",
BMEN,480,"Biomedical Engineering of Tissues. (3-0). Credit 3. Introduction to aspects of tissue engineering with and emphasis placed on tissue level topics including tissue organization and biological processes, with insights from recent literature (state-of-the-art). Prerequisite: BMEN 343.",
BMEN,483,"Polymeric Biomaterial Synthesis. (3-0). Credit 3. Overview of polymer synthetic routes and key structure-property relationships with emphasis on the design of polymeric systems to achieve specific properties; tissue engineering and drug delivery applications will be used as model systems to explore the process of biomaterial design from synthesis to device evaluation. Prerequisite: BMEN 343 or approval of instructor.",
BMEN,486,"Biomedical Nanotechnology. (3-0). Credit 3. Nanotechnology applications in biomedicine; concepts of scale; unique properties at the nanoscale; biological interaction, transport, and biocompatibility of nanomaterials; current research and development of nanotechnology for medical applications, including sensors, diagnostic tools, drug delivery systems, therapeutic devices, and interactions of cells and biomolecules with nanostructured surfaces. Prerequisite: BMEN 343, senior classification or approval of instructor.",
BMEN,487,"Drug Delivery. (3-0). Credit 3. Mechanisms for controlled release of pharmaceutically active agents and the development of useful drug delivery systems; controlled release mechanisms including diffusive, convective, and erosive driving forces by using case studies related to oral, topical and parenteral release in a frontier interdisciplinary scientific research format. Prerequisites: BMEN 343; senior classification in biomedical engineering or approval of instructor.",
BMEN,489,"Special Topics in...  Credit 1 to 4. New or unique areas of biomedical engineering which are of interest to biomedical engineering and other undergraduate students.",
BMEN,489,"Special Topics in...  Credit 1 to 4. New or unique areas of biomedical engineering which are of interest to biomedical engineering and other undergraduate students.",
BMEN,489,"Special Topics in...  Credit 1 to 4. New or unique areas of biomedical engineering which are of interest to biomedical engineering and other undergraduate students.",
BMEN,489,"Special Topics in...  Credit 1 to 4. New or unique areas of biomedical engineering which are of interest to biomedical engineering and other undergraduate students.",
BMEN,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biomedical engineering. May be repeated for credit. Prerequisite: Approval of instructor.",
BMEN,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biomedical engineering. May be repeated for credit. Prerequisite: Approval of instructor.",
BMEN,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of biomedical engineering. May be repeated for credit. Prerequisite: Approval of instructor.",
BUAD,693,"Professional Study.  Credit 1 to 6. Approved professional study project as part of the Mays MBA Program. Enrollment limited to Business Administration G7 students. Prerequisites: Graduate classification or approval of instructor.",
BUAD,710,"Ethical Decision Making and Conduct. Credit 1 to 4. Role of ethical reasoning, objectivity, independence and other core values to the development of a leader; critical analysis of ethical dilemmas; assimilation of ethical thinking and behavior into personal and professional life. Prerequisite: For Master of Science in Business students only.",
BUAD,715,"International Business Environment. Credit 1 to 4. Issues, problems, challenges and opportunities facing organizations competing in a global economy; environment of international business; international finance and accounting; international strategies; forms of organization design used by multinational firms; human resources in an international context; cultural and control issues facing the international leader. Prerequisite: For Master of Science in Business students only.",
BUSH,141,"Bush Undergraduate Success Hub. (3-0). Credit 3. Guidance for those entering the Bush School of Government and Public Service; creating a mission and purpose for higher a education career; fostering an inclusive environment that cultivates a sense of purpose towards public service, engagement in opportunities, and advancement in overall understanding of the world; development of self-efficacy, self-awareness and a sense of purpose; engagement in the learning environment both inside and outside of the classroom; social integration within the Bush School of Government and Public Service community.",
BUSH,300,"Bush School Study Abroad. Credit 0 to 18. For students in approved programs abroad. May be repeated for credit. Prerequisites: INTA, INTS, or POLS majors; junior or senior classification.",
BUSH,631,"Quantitative Methods in Public Management I. (3-0). Credit 3. Introduction to the common methods for social and policy analysis with a focus on application of methods such as analysis of variance and regression, to tasks including policy analysis, evaluation and survey research; emphasis on the performance of social and policy analysis, although some statistical theory is introduced. Prerequisites: Graduate classification and approval of MPSA or MPIA director; STAT 303 or equivalent.",
BUSH,632,"Quantitative Methods in Public Management II. (3-0). Credit 3. Numerous formal aspects and methods of decision-making useful in public management including benefit-cost analysis, program evaluation and survey sampling; emphasis on theoretical foundation and practical application; collection and analysis of information, formulation of results and presentation of conclusions. Prerequisites: Graduate classification and approval of MPSA or MPIA director.",
BUSH,635,"Quantitative Methods in Public Management II: Policy Analysis Emphasis. (3-0). Credit 3. Continuation of BUSH 631. Advanced instruction in making useful policy recommendations based on regression analysis, survey design, data analysis, and techniques for interpreting statistical output from multiple disciplines; application of analysis software. Prerequisites: BUSH 631; approval of MPSA or MPIA Director.",
BUSN,101,"(BUSI 1301) Freshman Business Initiative. (3-0). Credit 3. Freshman orientation to business and to Mays Business School; introduction to majors within the business school and associated career opportunities; introduction and development of personal and professional competencies, with emphasis on self-leadership, business communication, ethical decision making, and teamwork. Prerequisite: Freshmen admitted to Mays Business School; also taught at Galveston campus.",
BUSN,203,"(BUSI 2305) Statistical Methods for Business. (3-0). Credit 3. Collection, tabulation and presentation of numerical data; sampling, estimation of averages and variation, probability and error, hypothesis testing and correlation. Only one of the following will satisfy the requirements for a degree: STAT 201 or BUSN 203; STAT 201 may not be used to satisfy the BUSN 203 requirement in BBA degree programs. Prerequisites: MATH 140, MATH 142, or equivalent; Business, Agribusiness, and Maritime Business Administration majors; also taught at Galveston campus.",
BUSN,203,"(BUSI 2305) Statistical Methods for Business. (3-0). Credit 3. Collection, tabulation and presentation of numerical data; sampling, estimation of averages and variation, probability and error, hypothesis testing and correlation. Only one of the following will satisfy the requirements for a degree: STAT 201 or BUSN 203; STAT 201 may not be used to satisfy the BUSN 203 requirement in BBA degree programs. Prerequisites: MATH 140, MATH 142, or equivalent; Business, Agribusiness, and Maritime Business Administration majors; also taught at Galveston campus.",
BUSN,209,"Business in Technology Experience. (3-0). Credit 3. Examination of global business and technology environment in the west coast; history, culture, politics, and innovation influencing innovation & infrastructure; combination of classroom work and field trip. Prerequisites: Business of Technology certificate; approval of instructor.",
BUSN,225,"Business Competency. (3-0). Credit 3. Application of core business competencies of leadership, communication, decision making, ethics and teamwork. Prerequisites: BUSN 101 or BUSN 125; selection for Mays Business School Honors Program.",
BUSN,289,"Special Topics in... Credit 1 to 4. Selected topics in an identified area of business and public service. May be repeated for credit. Prerequisite: Freshman or sophomore in business.",
BUSN,299,"Professional and High Impact Experiences. (0-0). Credit 0. Participation in professional and/or high impact experiences. May be repeated for credit. Must be taken on a satisfactory/unsatisfactory basis.",
